customer_id,customer_age,months_at_address,residence_status,employment,income,months_with_bank,other_credits,balance,status
448,41,100,Tenant,Employed,33000,58,Yes,53.0,1
449,57,36,Other,Unknown,40000,2,Yes,895.0,1
450,40,103,HomeOwner,Unknown,30000,11,No,1632.0,1
451,43,17,Other,Unknown,30000,29,No,421.82,1
452,29,59,Other,Unknown,36000,6,Yes,1497.9,1
453,33,66,HomeOwner,Employed,32000,28,Yes,21.87,1
454,49,105,HomeOwner,Unknown,38000,5,Yes,854.01,1
455,61,31,Other,Unknown,42000,63,Yes,39.15,0
456,46,9,HomeOwner,Employed,35000,4,No,3.86,0
457,39,19,Other,Unknown,29000,10,Yes,2053.4,0
458,47,47,HomeOwner,Employed,48000,32,Yes,631.14,0
459,52,24,Tenant,Unknown,36000,33,Yes,886.98,0
460,51,26,HomeOwner,Unknown,50000,92,Yes,506.74,0
461,47,91,HomeOwner,Unknown,35000,49,Yes,483.45,0
462,73,76,Other,Unknown,47000,56,Yes,663.21,0
463,46,12,Tenant,Unknown,37000,43,Yes,635.55,1
464,52,73,HomeOwner,Unknown,43000,77,Yes,939.95,0
465,60,51,HomeOwner,Unknown,57000,41,Yes,310.75,1
466,42,22,HomeOwner,Unknown,39000,14,No,1183.3,0
467,43,57,HomeOwner,Employed,43000,21,Yes,247.28,1
468,50,13,HomeOwner,Unknown,46000,57,Yes,825.07,0
469,67,84,HomeOwner,Employed,48000,32,No,456.84,0
470,33,120,HomeOwner,Unknown,25000,22,Yes,1096.2,1
471,63,38,HomeOwner,Unknown,56000,16,Yes,234.16,0
472,32,19,Tenant,Unknown,33000,23,Yes,51.99,1
473,46,101,HomeOwner,Employed,43000,38,Yes,367.0,1
474,59,43,Other,Unknown,42000,21,Yes,1246.6,0
475,54,37,Other,Unknown,46000,49,Yes,878.5,1
476,28,58,HomeOwner,Unknown,30000,28,Yes,1347.5,0
477,63,34,HomeOwner,Employed,49000,37,Yes,474.77,1
478,57,17,Tenant,Unknown,37000,36,No,396.67,1
479,67,134,Tenant,Unknown,49000,7,Yes,1184.9,1
480,35,13,Tenant,Employed,33000,74,Yes,790.96,1
481,54,80,Tenant,Unknown,38000,16,Yes,1149.0,1
482,33,60,Other,Employed,29000,6,Yes,772.21,0
483,49,55,Tenant,Unknown,48000,6,Yes,218.36,1
484,56,27,HomeOwner,Unknown,51000,13,No,29.32,0
485,41,10,HomeOwner,Unknown,35000,55,Yes,578.94,1
486,64,40,Other,Unknown,45000,60,Yes,86.1,0
487,54,5,Tenant,Employed,39000,7,Yes,252.59,0
488,49,15,HomeOwner,Unknown,47000,12,Yes,175.65,0
489,49,132,HomeOwner,Employed,40000,5,Yes,484.11,0
490,21,31,Other,Employed,22000,51,Yes,429.0,0
491,33,36,Tenant,Employed,42000,15,Yes,430.55,0
492,43,27,HomeOwner,Employed,32000,36,Yes,613.07,1
493,54,33,Tenant,Unknown,37000,3,Yes,895.58,1
494,69,119,HomeOwner,Unknown,50000,23,Yes,1053.2,0
495,55,7,HomeOwner,Employed,59000,15,Yes,1008.7,0
496,39,64,HomeOwner,Employed,48000,17,Yes,898.63,1
497,36,89,Other,Unknown,28000,34,No,1589.2,0
498,63,69,Other,Unknown,51000,6,Yes,1318.5,0
499,49,9,Tenant,Unknown,37000,92,Yes,2015.2,1
500,41,59,HomeOwner,Employed,35000,14,Yes,373.47,1
501,66,58,HomeOwner,Unknown,48000,3,Yes,232.32,0
502,56,20,HomeOwner,Employed,42000,7,Yes,341.17,0
503,36,9,HomeOwner,Employed,40000,26,Yes,57.92,0
504,46,113,Other,Unknown,39000,27,No,536.68,0
505,22,39,Tenant,Employed,23000,71,Yes,653.67,0
506,40,58,Tenant,Employed,38000,16,Yes,131.41,0
507,56,11,Tenant,Unknown,56000,55,Yes,1409.7,0
508,37,122,Tenant,Unknown,42000,6,Yes,462.78,0
509,38,40,HomeOwner,Unknown,30000,50,Yes,1874.6,1
510,60,14,HomeOwner,Unknown,45000,47,Yes,1192.3,0
511,51,2,HomeOwner,Unknown,48000,45,Yes,2087.2,0
512,36,57,Tenant,Employed,31000,9,Yes,245.79,0
513,46,50,HomeOwner,Employed,40000,37,Yes,1080.3,0
514,69,74,Other,Unknown,52000,24,No,1113.2,0
515,45,22,Tenant,Unknown,45000,48,Yes,478.22,1
516,48,69,HomeOwner,Employed,32000,56,Yes,515.58,0
517,35,102,Tenant,Unknown,37000,18,Yes,587.11,0
518,32,33,Other,Unknown,31000,9,Yes,1224.7,0
519,34,69,Other,Unknown,35000,14,Yes,975.56,0
520,54,27,Other,Unknown,55000,74,Yes,600.19,0
521,48,18,Other,Unknown,37000,70,Yes,604.5,0
522,50,22,HomeOwner,Unknown,45000,36,Yes,358.56,0
523,34,80,HomeOwner,Unknown,25000,49,Yes,720.85,1
524,58,14,Other,Employed,40000,2,Yes,1643.3,0
525,41,11,HomeOwner,Unknown,30000,25,Yes,640.59,1
526,44,90,HomeOwner,Unknown,39000,29,Yes,178.52,0
527,56,13,HomeOwner,Employed,50000,29,Yes,1429.1,0
528,32,38,HomeOwner,Employed,40000,58,Yes,617.8,1
529,55,8,Tenant,Unknown,51000,11,No,814.04,1
530,48,12,HomeOwner,Unknown,38000,72,Yes,1126.7,0
531,64,39,HomeOwner,Unknown,46000,18,Yes,496.76,0
532,46,42,Other,Employed,37000,26,Yes,1295.5,0
533,62,57,HomeOwner,Unknown,41000,2,Yes,161.57,0
534,58,69,HomeOwner,Unknown,50000,11,Yes,721.68,1
535,43,40,HomeOwner,Unknown,46000,17,Yes,83.62,1
536,51,53,HomeOwner,Unknown,46000,94,Yes,511.0,0
537,53,96,HomeOwner,Employed,48000,13,Yes,93.01,0
538,50,70,HomeOwner,Employed,53000,29,Yes,381.16,1
539,39,34,Tenant,Unknown,56000,2,Yes,833.02,0
540,36,36,Tenant,Employed,31000,56,Yes,134.75,0
541,71,49,Tenant,Unknown,52000,16,Yes,562.83,0
542,46,63,HomeOwner,Employed,33000,53,Yes,754.66,0
543,45,7,Tenant,Employed,59000,24,Yes,186.54,0
544,50,26,Other,Unknown,38000,32,No,1083.2,1
545,49,43,HomeOwner,Unknown,34000,24,Yes,859.53,0
546,64,61,Tenant,Unknown,42000,23,Yes,5.11,0
547,38,7,HomeOwner,Employed,33000,61,Yes,538.71,0
548,46,22,HomeOwner,Employed,48000,14,Yes,1630.4,0
549,30,49,Tenant,Unknown,30000,53,Yes,570.5,0
550,46,18,HomeOwner,Unknown,34000,51,No,2615.5,0
551,45,13,HomeOwner,Unknown,20000,7,Yes,1807.2,1
552,37,18,HomeOwner,Unknown,29000,2,Yes,165.2,1
553,64,12,HomeOwner,Unknown,41000,33,Yes,1165.6,0
554,35,113,HomeOwner,Unknown,37000,21,No,898.44,1
555,50,20,HomeOwner,Unknown,42000,39,No,806.58,1
556,47,104,HomeOwner,Employed,38000,91,Yes,1632.4,0
557,41,14,Tenant,Employed,34000,68,Yes,210.38,0
558,58,19,Tenant,Employed,44000,12,No,991.15,0
559,63,71,Tenant,Unknown,43000,13,Yes,145.09,0
560,56,14,Other,Unknown,46000,37,Yes,1482.1,1
561,36,49,Tenant,Employed,41000,11,Yes,581.21,0
562,52,76,Tenant,Unknown,39000,15,Yes,1287.8,1
563,55,8,Other,Employed,42000,55,No,552.83,0
564,29,21,Other,Unknown,25000,17,Yes,693.41,1
565,65,57,HomeOwner,Employed,54000,21,No,1310.1,1
566,64,8,HomeOwner,Unknown,46000,47,Yes,562.34,0
567,44,26,HomeOwner,Employed,40000,48,Yes,1287.0,0
568,55,20,HomeOwner,Employed,40000,37,No,1187.7,0
569,27,3,Tenant,Unknown,25000,43,Yes,608.0,1
570,43,12,Tenant,Unknown,41000,17,Yes,194.41,1
571,48,12,HomeOwner,Unknown,36000,6,Yes,1150.1,1
572,21,69,Other,Unknown,22000,40,Yes,1866.7,0
573,50,10,Tenant,Unknown,34000,89,No,598.46,0
574,45,59,HomeOwner,Unknown,47000,9,Yes,175.18,0
575,49,17,Other,Employed,37000,4,Yes,1056.7,0
576,49,48,HomeOwner,Employed,43000,14,Yes,297.45,0
577,43,48,Tenant,Employed,48000,36,Yes,453.55,0
578,38,33,HomeOwner,Unknown,46000,118,Yes,915.68,1
579,49,40,HomeOwner,Unknown,41000,24,Yes,1652.7,0
580,44,7,Tenant,Employed,37000,67,Yes,214.71,0
581,57,20,Tenant,Unknown,52000,49,Yes,1519.9,1
582,38,83,HomeOwner,Unknown,40000,32,Yes,988.61,0
583,62,128,HomeOwner,Employed,44000,14,No,34.56,0
584,34,15,HomeOwner,Unknown,33000,40,Yes,1750.6,1
585,56,8,HomeOwner,Employed,36000,41,Yes,866.85,0
586,52,32,Other,Employed,48000,50,Yes,272.16,0
587,36,23,HomeOwner,Employed,26000,36,Yes,967.43,1
588,41,43,HomeOwner,Employed,36000,10,Yes,2501.3,1
589,55,13,HomeOwner,Employed,57000,76,Yes,3812.0,0
590,32,14,HomeOwner,Employed,31000,4,Yes,353.08,0
591,44,92,Tenant,Unknown,59000,4,Yes,702.93,1
592,34,37,HomeOwner,Employed,37000,11,Yes,558.42,0
593,41,30,HomeOwner,Employed,36000,20,Yes,777.47,1
594,30,9,Tenant,Employed,30000,29,Yes,331.94,1
595,56,51,HomeOwner,Unknown,38000,62,Yes,1853.5,0
596,45,3,HomeOwner,Employed,41000,7,Yes,2669.1,0
597,51,17,Tenant,Unknown,35000,62,Yes,612.88,0
598,37,11,Tenant,Employed,32000,8,Yes,1164.0,0
599,43,61,Tenant,Unknown,37000,21,Yes,3029.3,1
600,52,6,HomeOwner,Unknown,39000,61,Yes,1427.6,0
601,68,26,Tenant,Unknown,52000,24,Yes,676.07,0
602,55,17,HomeOwner,Employed,55000,45,Yes,950.58,0
603,59,66,Tenant,Unknown,45000,3,No,397.11,0
604,54,85,HomeOwner,Employed,39000,35,Yes,811.21,0
605,47,23,HomeOwner,Employed,36000,26,Yes,108.07,0
606,41,8,Tenant,Employed,35000,20,Yes,452.0,0
607,51,26,Tenant,Employed,44000,22,Yes,65.68,0
608,35,41,Tenant,Unknown,45000,52,Yes,977.45,0
609,43,62,Tenant,Unknown,47000,33,Yes,21.09,0
610,55,48,Tenant,Employed,37000,84,Yes,917.19,0
611,52,4,Tenant,Employed,47000,59,Yes,978.67,0
612,42,99,HomeOwner,Employed,43000,30,Yes,234.1,1
613,44,41,Tenant,Unknown,53000,6,Yes,509.72,1
614,36,110,Tenant,Employed,35000,26,Yes,42.81,0
615,53,71,HomeOwner,Unknown,38000,47,Yes,1335.1,0
616,43,9,Tenant,Employed,52000,60,Yes,684.81,0
617,42,77,HomeOwner,Employed,41000,32,Yes,1059.5,0
618,54,68,HomeOwner,Employed,38000,20,No,1966.6,0
619,32,117,HomeOwner,Unknown,30000,50,Yes,1961.5,0
620,32,22,Tenant,Employed,37000,56,Yes,1409.9,0
621,40,52,HomeOwner,Unknown,31000,9,Yes,424.54,0
622,49,97,Other,Employed,40000,88,No,861.08,0
623,39,23,HomeOwner,Unknown,33000,54,Yes,437.37,0
624,52,101,Other,Employed,45000,14,Yes,299.07,0
625,37,69,Other,Unknown,19000,46,Yes,635.7,0
626,55,38,HomeOwner,Unknown,37000,42,Yes,204.76,0
627,28,81,HomeOwner,Employed,30000,19,Yes,711.3,0
628,31,25,Tenant,Unknown,28000,52,Yes,1283.5,0
629,51,26,HomeOwner,Unknown,40000,32,Yes,653.24,1
630,52,72,HomeOwner,Employed,52000,16,Yes,584.28,0
631,42,3,HomeOwner,Employed,45000,92,Yes,878.19,0
632,43,11,HomeOwner,Employed,48000,21,Yes,1303.4,0
633,43,44,HomeOwner,Unknown,41000,28,Yes,1177.9,1
634,63,42,Tenant,Unknown,43000,37,Yes,238.34,0
635,42,63,HomeOwner,Unknown,36000,51,Yes,167.11,0
636,45,43,Tenant,Employed,37000,57,Yes,607.58,0
637,53,7,HomeOwner,Unknown,42000,76,Yes,290.39,1
638,48,80,Tenant,Unknown,49000,27,Yes,366.17,0
639,36,17,Tenant,Unknown,45000,66,Yes,1088.7,1
640,30,21,HomeOwner,Employed,35000,125,Yes,1458.6,0
641,52,20,Other,Employed,41000,18,No,403.7,1
642,36,27,Other,Unknown,33000,50,Yes,131.25,0
643,27,62,HomeOwner,Employed,24000,22,No,727.27,0
644,50,16,Tenant,Unknown,45000,53,Yes,1339.9,1
645,63,37,HomeOwner,Employed,53000,81,Yes,1494.4,0
646,22,43,Tenant,Unknown,21000,79,Yes,1079.9,0
647,48,20,Tenant,Unknown,39000,46,Yes,139.6,1
648,27,103,Tenant,Unknown,23000,9,Yes,503.74,1
649,61,53,HomeOwner,Unknown,43000,32,Yes,498.25,0
650,55,88,Tenant,Employed,44000,31,Yes,547.79,1
651,56,46,Other,Employed,41000,2,No,1002.8,1
652,38,13,Other,Employed,36000,12,Yes,1058.9,0
653,56,105,Other,Unknown,50000,33,No,2002.8,0
654,48,7,HomeOwner,Employed,52000,84,Yes,578.3,0
655,61,71,HomeOwner,Unknown,38000,5,No,291.4,1
656,49,53,Other,Employed,43000,2,Yes,513.89,0
657,44,69,HomeOwner,Employed,41000,2,Yes,719.95,1
658,42,39,HomeOwner,Employed,33000,16,Yes,925.58,0
659,53,24,HomeOwner,Unknown,45000,29,No,1578.6,0
660,52,30,Tenant,Unknown,47000,77,Yes,150.17,0
661,43,79,Other,Employed,42000,25,Yes,810.51,0
662,48,39,Tenant,Unknown,39000,27,Yes,701.3,0
663,48,29,HomeOwner,Unknown,49000,24,Yes,1460.3,0
664,27,5,HomeOwner,Unknown,38000,59,Yes,7.07,1
665,48,16,Tenant,Unknown,48000,44,Yes,1528.6,1
666,52,37,Tenant,Unknown,49000,45,Yes,1023.2,1
667,45,53,Tenant,Unknown,41000,50,Yes,963.04,0
668,31,48,Other,Employed,36000,20,Yes,344.04,0
669,49,88,Tenant,Unknown,34000,77,Yes,934.82,0
670,56,4,Tenant,Unknown,62000,2,Yes,1676.1,1
671,70,36,Tenant,Unknown,46000,7,Yes,1528.7,0
672,54,95,HomeOwner,Employed,45000,9,Yes,328.67,0
673,31,59,Tenant,Unknown,47000,87,Yes,1059.7,0
674,57,44,Other,Unknown,50000,25,Yes,1120.0,0
675,35,82,Tenant,Unknown,54000,25,Yes,327.55,0
676,35,109,Tenant,Employed,32000,30,Yes,631.0,0
677,45,24,Tenant,Employed,35000,37,Yes,180.35,1
678,50,21,HomeOwner,Employed,39000,30,No,619.28,1
679,37,27,Tenant,Employed,31000,100,Yes,920.39,0
680,34,32,Tenant,Unknown,25000,13,Yes,117.01,0
681,27,9,Other,Employed,31000,48,Yes,571.81,0
682,47,80,Tenant,Employed,36000,8,Yes,944.56,1
683,56,70,Tenant,Unknown,41000,59,Yes,1300.3,1
684,62,38,Tenant,Unknown,48000,33,Yes,1478.3,0
685,60,29,Tenant,Unknown,53000,123,Yes,630.39,0
686,48,10,Tenant,Employed,45000,53,No,1523.8,0
687,25,43,Tenant,Unknown,30000,23,No,893.91,0
688,37,35,Tenant,Unknown,39000,56,Yes,160.47,1
689,62,49,Other,Unknown,61000,48,Yes,175.63,0
690,33,19,Tenant,Employed,30000,36,Yes,396.9,1
691,37,75,HomeOwner,Employed,40000,65,Yes,1448.9,1
692,40,45,Tenant,Employed,33000,15,Yes,1597.4,1
693,44,22,Tenant,Employed,35000,54,No,349.77,0
694,34,49,Tenant,Unknown,27000,10,Yes,674.16,0
695,61,20,Tenant,Unknown,60000,60,Yes,46.24,0
696,23,5,Tenant,Unknown,21000,36,No,808.43,1
697,39,3,HomeOwner,Unknown,29000,17,Yes,1439.8,1
698,37,4,Tenant,Employed,36000,10,Yes,1115.7,1
699,46,16,Tenant,Unknown,35000,5,Yes,2152.5,1
700,35,25,Tenant,Employed,33000,82,No,551.99,0
701,38,9,HomeOwner,Unknown,37000,39,No,897.6,0
702,51,36,Tenant,Unknown,38000,32,Yes,1909.6,1
703,33,31,HomeOwner,Unknown,26000,18,No,1607.8,1
704,43,37,HomeOwner,Unknown,30000,74,Yes,1262.9,1
705,32,34,HomeOwner,Employed,38000,22,No,1622.7,0
706,42,52,Tenant,Employed,32000,38,Yes,232.92,0
707,49,10,HomeOwner,Unknown,44000,6,Yes,714.48,0
708,37,56,Other,Employed,35000,69,Yes,969.41,1
709,40,68,Other,Unknown,51000,11,Yes,143.64,1
710,39,38,Tenant,Unknown,37000,14,No,365.65,0
711,29,85,Tenant,Employed,24000,56,Yes,1451.0,0
712,44,38,Other,Unknown,35000,49,Yes,1079.6,0
713,54,60,Tenant,Unknown,40000,51,Yes,553.05,0
714,52,16,HomeOwner,Unknown,44000,46,Yes,481.25,0
715,51,33,Other,Employed,37000,47,Yes,578.94,0
716,31,99,HomeOwner,Unknown,34000,14,Yes,1028.1,1
717,47,34,Other,Employed,45000,35,Yes,320.23,0
718,57,37,Tenant,Employed,54000,51,Yes,1333.6,0
719,45,3,HomeOwner,Employed,42000,29,Yes,351.15,0
720,23,59,HomeOwner,Employed,37000,57,Yes,146.59,0
721,56,31,Other,Unknown,51000,3,Yes,1430.6,0
722,34,18,HomeOwner,Employed,34000,28,Yes,1128.6,1
723,31,46,Tenant,Employed,26000,62,Yes,644.85,1
724,46,32,Tenant,Employed,42000,10,No,349.19,0
725,54,38,HomeOwner,Unknown,37000,15,Yes,769.57,0
726,49,91,Tenant,Employed,42000,42,Yes,1688.0,0
727,40,30,Tenant,Unknown,28000,37,No,521.61,1
728,38,54,HomeOwner,Unknown,35000,41,Yes,755.53,0
729,40,62,Other,Employed,36000,86,Yes,221.24,0
730,34,123,Other,Unknown,43000,15,Yes,317.89,0
731,45,8,Tenant,Unknown,22000,2,No,557.72,1
732,60,31,HomeOwner,Employed,53000,10,Yes,712.86,1
733,55,207,HomeOwner,Unknown,52000,36,Yes,202.25,0
734,38,5,HomeOwner,Employed,44000,20,Yes,296.78,0
735,32,38,Tenant,Employed,38000,15,Yes,399.3,1
736,44,98,HomeOwner,Employed,35000,33,Yes,1108.9,1
737,46,131,Tenant,Unknown,33000,27,Yes,27.89,0
738,47,74,Tenant,Employed,35000,7,Yes,279.77,0
739,38,11,Other,Unknown,37000,20,No,1121.2,0
740,38,55,Tenant,Employed,52000,4,Yes,650.04,1
741,59,13,Other,Unknown,47000,20,Yes,1906.5,1
742,55,9,HomeOwner,Unknown,40000,35,Yes,859.59,0
743,44,81,Tenant,Unknown,30000,45,Yes,424.12,0
744,28,31,Tenant,Employed,39000,70,Yes,1654.3,0
745,37,62,Other,Unknown,18000,54,Yes,799.22,0
746,38,37,HomeOwner,Unknown,37000,27,Yes,1243.6,0
747,40,77,HomeOwner,Unknown,31000,7,Yes,186.56,1
748,49,152,HomeOwner,Unknown,56000,18,Yes,1086.1,0
749,44,22,Other,Unknown,49000,8,Yes,840.79,1
750,44,43,Other,Employed,36000,31,Yes,2428.8,0
751,50,103,HomeOwner,Employed,52000,44,Yes,21.37,0
752,68,28,Tenant,Unknown,44000,24,Yes,1152.8,1
753,53,59,HomeOwner,Unknown,44000,3,No,1893.8,0
754,51,11,HomeOwner,Employed,50000,73,Yes,1439.2,0
755,43,42,HomeOwner,Employed,44000,49,Yes,65.72,0
756,41,31,Other,Unknown,40000,6,Yes,175.41,0
757,38,27,HomeOwner,Unknown,20000,16,Yes,118.07,0
758,52,28,HomeOwner,Unknown,34000,109,Yes,516.02,0
759,47,3,HomeOwner,Unknown,46000,66,Yes,380.0,1
760,46,81,Tenant,Employed,33000,4,Yes,222.57,1
761,34,14,Tenant,Unknown,26000,91,Yes,817.37,0
762,54,25,Tenant,Employed,40000,76,No,749.32,0
763,55,5,Tenant,Employed,50000,49,Yes,96.06,0
764,46,8,Tenant,Unknown,52000,28,No,2286.7,0
765,49,11,Tenant,Employed,50000,128,No,1516.2,0
766,59,25,Tenant,Employed,60000,14,Yes,35.47,0
767,50,58,HomeOwner,Employed,48000,55,Yes,1971.6,0
768,45,125,Other,Unknown,34000,18,Yes,835.51,0
769,57,35,Tenant,Unknown,50000,7,Yes,420.59,0
770,63,25,Tenant,Unknown,55000,9,Yes,1127.0,0
771,35,34,Tenant,Unknown,33000,78,Yes,27.91,0
772,50,40,HomeOwner,Unknown,35000,51,Yes,270.52,0
773,61,28,HomeOwner,Employed,48000,3,Yes,116.24,0
774,43,23,HomeOwner,Unknown,20000,24,Yes,253.26,1
775,43,25,HomeOwner,Unknown,34000,26,Yes,332.83,0
776,48,52,Tenant,Unknown,43000,8,No,1678.7,1
777,56,64,Tenant,Employed,45000,3,Yes,102.39,1
778,37,15,Tenant,Unknown,34000,22,Yes,206.9,0
779,53,22,Tenant,Employed,48000,20,No,1804.8,0
780,43,10,HomeOwner,Unknown,42000,25,Yes,1142.2,0
781,50,29,HomeOwner,Unknown,39000,9,Yes,12.2,0
782,43,9,HomeOwner,Unknown,32000,67,Yes,258.24,0
783,27,26,HomeOwner,Unknown,39000,32,Yes,1131.2,1
784,28,33,Tenant,Unknown,42000,11,Yes,253.04,0
785,28,11,HomeOwner,Employed,38000,19,Yes,585.0,0
786,29,18,HomeOwner,Employed,28000,61,Yes,2593.7,0
787,61,14,Tenant,Unknown,42000,47,Yes,877.38,0
788,46,26,Tenant,Employed,32000,44,Yes,181.35,0
789,46,98,Other,Employed,47000,39,Yes,1299.6,1
790,43,29,Other,Unknown,40000,100,Yes,0.21,0
791,42,6,HomeOwner,Employed,39000,3,Yes,500.72,1
792,39,41,HomeOwner,Unknown,20000,113,Yes,1023.5,0
793,35,49,HomeOwner,Employed,29000,14,Yes,1480.1,0
794,40,36,HomeOwner,Unknown,42000,23,Yes,352.77,1
795,40,68,HomeOwner,Employed,33000,55,Yes,377.5,0
796,42,47,HomeOwner,Employed,30000,71,No,1318.7,0
797,47,39,HomeOwner,Employed,47000,20,Yes,818.26,0
798,32,130,HomeOwner,Unknown,31000,12,Yes,343.1,0
799,53,7,Other,Unknown,48000,31,No,777.42,0
800,45,85,HomeOwner,Employed,31000,63,Yes,1207.0,1
801,53,42,Tenant,Employed,36000,8,Yes,629.15,1
802,44,22,HomeOwner,Employed,40000,33,Yes,58.4,0
803,51,6,Tenant,Unknown,41000,15,Yes,8.5,1
804,48,50,Tenant,Employed,36000,40,Yes,48.68,0
805,33,22,HomeOwner,Employed,31000,26,Yes,1591.9,1
806,57,83,Other,Unknown,40000,8,Yes,1314.1,0
807,40,39,HomeOwner,Unknown,35000,97,Yes,1303.8,0
808,51,73,Tenant,Employed,43000,36,No,1491.1,1
809,40,3,Other,Employed,42000,19,No,476.25,0
810,47,41,HomeOwner,Employed,37000,36,Yes,698.47,1
811,33,4,HomeOwner,Unknown,25000,15,Yes,905.51,1
812,23,86,Tenant,Employed,23000,7,Yes,617.33,1
813,45,79,Tenant,Employed,42000,4,Yes,719.7,1
814,61,19,HomeOwner,Unknown,54000,6,Yes,614.42,0
815,43,25,Tenant,Employed,34000,63,Yes,144.33,0
816,32,55,Other,Employed,31000,16,Yes,359.84,0
817,26,64,HomeOwner,Employed,21000,74,Yes,1395.7,1
818,57,34,HomeOwner,Unknown,51000,65,Yes,1806.3,1
819,57,46,Other,Unknown,47000,23,Yes,560.46,0
820,41,70,HomeOwner,Employed,31000,47,Yes,976.15,0
821,54,29,HomeOwner,Unknown,37000,12,Yes,1492.8,0
822,44,37,HomeOwner,Unknown,46000,15,Yes,499.71,1
823,42,45,Tenant,Unknown,45000,21,Yes,600.26,0
824,52,18,Tenant,Unknown,46000,45,Yes,675.58,1
825,43,72,HomeOwner,Employed,31000,42,Yes,659.36,1
826,46,29,Other,Unknown,54000,40,No,1499.6,0
827,37,7,Tenant,Employed,37000,50,No,1454.9,0
828,37,27,Tenant,Unknown,46000,46,Yes,626.98,0
829,41,37,HomeOwner,Employed,35000,104,Yes,599.16,0
830,62,22,HomeOwner,Unknown,51000,33,Yes,74.2,0
831,57,53,Tenant,Unknown,56000,31,Yes,47.98,1
832,56,38,HomeOwner,Employed,40000,6,Yes,1472.4,0
833,50,57,HomeOwner,Employed,46000,12,Yes,1741.0,0
834,48,44,Tenant,Unknown,39000,83,Yes,35.25,0
835,45,53,Tenant,Employed,44000,27,Yes,509.43,0
836,50,79,HomeOwner,Unknown,39000,6,Yes,83.4,1
837,39,11,Tenant,Unknown,34000,57,Yes,1651.6,0
838,41,11,Other,Employed,31000,39,Yes,1153.8,0
839,40,13,Other,Employed,48000,47,Yes,1562.1,0
840,43,38,HomeOwner,Unknown,43000,12,Yes,187.71,0
841,46,45,HomeOwner,Unknown,38000,23,Yes,82.21,1
842,28,59,Other,Unknown,26000,13,Yes,2263.0,0
843,45,8,HomeOwner,Employed,31000,9,Yes,428.7,0
844,52,2,Tenant,Unknown,37000,65,No,401.68,0
845,33,47,HomeOwner,Unknown,31000,25,Yes,80.74,1
846,62,71,HomeOwner,Unknown,48000,81,No,1852.7,0
847,64,35,HomeOwner,Employed,53000,15,Yes,1043.5,0
848,52,10,HomeOwner,Unknown,39000,5,Yes,709.88,0
849,64,69,HomeOwner,Unknown,53000,45,Yes,672.0,0
850,47,38,Tenant,Employed,34000,14,Yes,876.34,0
851,52,27,HomeOwner,Employed,52000,31,Yes,663.57,0
852,41,76,HomeOwner,Unknown,34000,60,Yes,842.8,1
853,43,21,Tenant,Unknown,34000,3,Yes,853.07,0
854,39,37,HomeOwner,Employed,30000,35,Yes,70.0,0
855,45,7,HomeOwner,Employed,42000,19,Yes,222.46,0
856,45,4,HomeOwner,Unknown,33000,32,Yes,1235.4,0
857,31,34,Tenant,Employed,35000,6,Yes,170.18,0
858,55,39,Tenant,Unknown,45000,24,Yes,1434.8,0
859,40,40,HomeOwner,Employed,28000,24,No,2247.3,0
860,59,5,HomeOwner,Unknown,40000,92,Yes,2152.7,0
861,45,37,HomeOwner,Unknown,43000,29,Yes,1707.4,1
862,37,15,Tenant,Unknown,29000,28,No,1392.0,0
863,30,46,Tenant,Unknown,32000,20,Yes,1184.4,1
864,51,20,Tenant,Unknown,49000,22,No,1082.4,0
865,45,7,Other,Employed,37000,48,Yes,398.9,0
866,34,30,Other,Employed,29000,37,Yes,546.97,0
867,48,159,HomeOwner,Employed,39000,70,Yes,213.51,0
868,35,16,HomeOwner,Unknown,36000,63,Yes,2383.0,0
869,40,24,Tenant,Employed,38000,31,Yes,755.85,1
870,33,81,HomeOwner,Employed,31000,36,Yes,390.5,1
871,48,58,Tenant,Unknown,38000,39,Yes,1010.1,1
872,57,43,Tenant,Unknown,41000,44,Yes,79.07,0
873,60,3,HomeOwner,Unknown,46000,101,Yes,464.51,0
874,48,10,Other,Unknown,43000,29,Yes,15.01,1
875,49,4,Tenant,Unknown,52000,26,No,601.58,1
876,52,32,Tenant,Unknown,43000,16,Yes,1333.2,0
877,30,28,Tenant,Unknown,32000,35,Yes,303.61,0
878,52,108,Other,Unknown,48000,7,Yes,1534.3,0
879,56,9,Tenant,Unknown,41000,4,Yes,405.86,1
880,46,61,Tenant,Employed,32000,40,Yes,1028.1,0
881,41,67,Other,Unknown,29000,28,Yes,1105.5,1
882,46,54,Tenant,Unknown,43000,86,Yes,865.6,0
883,41,16,Tenant,Unknown,33000,100,No,927.59,1
884,49,38,Tenant,Employed,45000,35,Yes,249.67,0
885,50,38,Other,Unknown,59000,41,No,710.1,1
886,24,78,Other,Unknown,29000,15,No,3000.0,1
887,57,32,Tenant,Employed,42000,43,No,409.75,1
888,52,82,Other,Unknown,51000,40,Yes,218.11,0
889,51,64,HomeOwner,Unknown,42000,8,No,2359.3,1
890,40,31,HomeOwner,Employed,35000,82,Yes,281.13,0
891,51,30,HomeOwner,Employed,38000,93,Yes,489.24,0
892,36,21,Tenant,Unknown,28000,4,Yes,72.03,0
893,36,40,Other,Unknown,30000,6,No,517.55,1
894,37,18,HomeOwner,Unknown,30000,55,No,1122.5,0
